Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Arrondissement de Hay Mohammadi,Snack Lachgar,Restaurant,Formel,Snack Lachgar,33.594038,-7.5812324,icons/restaurant.png
Assoukhour Assawda,Pharmacie Vie,Parapharmacie,Formel,Pharmacie Vie,33.5920721,-7.5895331,icons/pharmacy.png
Assoukhour Assawda,Café Iligh,Café,Formel,Café Iligh,33.5908419,-7.5907101,icons/cafe.png
Arrondissement de Hay Mohammadi,Snack chez Mostapha,Restaurant,Formel,Snack chez Mostapha,33.5940513,-7.5811487,icons/restaurant.png
Arrondissement de Hay Mohammadi,Chez Taha,Restaurant,Formel,Chez Taha,33.5940283,-7.5812601,icons/restaurant.png
Arrondissement de Hay Mohammadi,Snack Rajawi,Restaurant,Formel,Snack Rajawi,33.5940221,-7.58131,icons/restaurant.png
Arrondissement de Hay Mohammadi,Chez Ali,Restaurant,Formel,Chez Ali,33.5939994,-7.581368,icons/restaurant.png
Arrondissement de Hay Mohammadi,Achkid,Restaurant,Formel,Achkid,33.5940125,-7.5813312,icons/restaurant.png
Arrondissement de Hay Mohammadi,Ait agadir,Restaurant,Formel,Ait agadir,33.5939487,-7.5815033,icons/restaurant.png
Arrondissement de Hay Mohammadi,Ait toufawt,Restaurant,Formel,Ait toufawt,33.5939034,-7.5816157,icons/restaurant.png
Assoukhour Assawda,Café sans nom,Café,Formel,Café sans nom,33.593421,-7.5820873,icons/cafe.png
El Oulfa,Wardane,Café,Formel,Boulevard Oued Oum Rbia,33.5569778,-7.6827368,icons/cafe.png
El Oulfa,Omar Al Mokhtar,Boulangerie,Formel,Boulevard Oued Oum Rbia,33.5565963,-7.6824284,icons/bakery.png
El Oulfa,Babel,Café,Formel,Babel,33.5557009,-7.6827946,icons/cafe.png
Arrondissement de Hay Mohammadi,Snack Farah Behja,Restaurant,Formel,Snack Farah Behja,33.5940156,-7.5808973,icons/restaurant.png
Gauthier,La Grillardiere,Restaurant,Formel,La Grillardiere,33.5887094,-7.628123,icons/restaurant.png
Ancienne Medina,BlueBerry,Café,Formel,BlueBerry,33.5996574,-7.6122203,icons/cafe.png
Ancienne Medina,Caféino,Café,Formel,Caféino,33.5994386,-7.6125072,icons/cafe.png
Ancienne Medina,Segafredo,Café,Formel,Segafredo,33.5992366,-7.6127376,icons/cafe.png
Sour Jdid,Vitanature,Parapharmacie,Formel,"EL Brouge, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.6022202,-7.6342893,icons/pharmacy.png
Sour Jdid,Segafredo,Café,Formel,Segafredo,33.5917771,-7.627272,icons/cafe.png
Sour Jdid,Fratelli,Restaurant,Formel,Fratelli,33.5930227,-7.627037,icons/restaurant.png
Sour Jdid,La perle du liban,Restaurant,Formel,La perle du liban,33.5947844,-7.6282046,icons/restaurant.png
Sour Jdid,Café Glacier Rachidi,Café,Formel,Café Glacier Rachidi,33.5938662,-7.6283156,icons/cafe.png
Sour Jdid,Café Glacier de l'Oize,Café,Formel,Café Glacier de l'Oize,33.594726,-7.6274061,icons/cafe.png
Sour Jdid,Monsieur Brochettes,Restaurant,Formel,Monsieur Brochettes,33.5948135,-7.6274321,icons/restaurant.png
Sour Jdid,Café glacier Casa Anfa,Café,Formel,Café glacier Casa Anfa,33.5953965,-7.6263675,icons/cafe.png
Sour Jdid,Café La cabane,Café,Formel,Café La cabane,33.5955168,-7.6265613,icons/cafe.png
Ancienne Medina,Restaurant King Burger,Restaurant,Formel,Restaurant King Burger,33.5953217,-7.6256267,icons/restaurant.png
Sour Jdid,Café Madrid,Café,Formel,Café Madrid,33.5954404,-7.6264835,icons/cafe.png
Sidi Othmane,BİM,Supermarché,Formel,BİM,33.557744,-7.559864,icons/supermarket.png
Assoukhour Assawda,Protectron Maroc,Supermarché,Formel,Avenue Ouled Ziane,33.5835673,-7.596623,icons/supermarket.png
Assoukhour Assawda,Alegria,Café,Formel,"Boulevard Hassan Alaoui, Casablanca",33.5838531,-7.5813298,icons/cafe.png
Assoukhour Assawda,Boulangerie-Pâtisserie Amanouz,Café,Formel,Boulangerie-Pâtisserie Amanouz,33.5846642,-7.5804276,icons/cafe.png
Assoukhour Assawda,Supermarche Bim,Supermarché,Formel,Supermarche Bim,33.5841994,-7.5826163,icons/supermarket.png
Assoukhour Assawda,Essalam Juice,Café,Formel,Essalam Juice,33.5852765,-7.5809747,icons/cafe.png
Assoukhour Assawda,Clivia Ice,Café,Formel,Clivia Ice,33.5853413,-7.581302,icons/cafe.png
Bourgogne,Sunset,Café,Formel,Sunset,33.5941228,-7.6443566,icons/cafe.png
Bourgogne,Le Local,Café,Formel,Le Local,33.5942483,-7.6434224,icons/cafe.png
Mers Sultan,Dominos Pizza,Restaurant,Formel,Dominos Pizza,33.5734363,-7.6116139,icons/restaurant.png
Mers Sultan,Amiga,Café,Formel,Amiga,33.5741004,-7.6148563,icons/cafe.png
Ancienne Medina,Café Karibo,Café,Formel,"Boulevard Rachidi, Casablanca",33.5924741,-7.6254288,icons/cafe.png
Ancienne Medina,Le passage,Café,Formel,Le passage,33.5941743,-7.6252608,icons/cafe.png
Sour Jdid,café le mirage,Café,Formel,café le mirage,33.5938975,-7.6283639,icons/cafe.png
Sour Jdid,San mimoun,Café,Formel,Boulevard Rachidi,33.5936871,-7.628102,icons/cafe.png
Sour Jdid,Café saphir bleu,Café,Formel,Café saphir bleu,33.5945113,-7.6281082,icons/cafe.png
Sour Jdid,Lora Café Restaurant,Café,Formel,Lora Café Restaurant,33.5943442,-7.6286229,icons/cafe.png
Domaine d'Anfa,Restaurant West Atlantic,Restaurant,Formel,Restaurant West Atlantic,33.5675139,-7.7095158,icons/restaurant.png
Ancienne Medina,ماكدونالدز,Restaurant,Formel,ماكدونالدز,33.5994718,-7.6127794,icons/restaurant.png
Sour Jdid,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5927762,-7.6258481,icons/restaurant.png
Ancienne Medina,Gaugan,Café,Formel,Gaugan,33.5927658,-7.6242626,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5930787,-7.6231024,icons/restaurant.png
Ancienne Medina,Restaurant Rouget de l'Isle,Restaurant,Formel,Restaurant Rouget de l'Isle,33.5926824,-7.6228688,icons/restaurant.png
Ancienne Medina,Alae,Restaurant,Formel,Rue d'Alger,33.5934314,-7.6240699,icons/restaurant.png
Ancienne Medina,BİM,Supermarché,Formel,BİM,33.5939838,-7.6244925,icons/supermarket.png
Ancienne Medina,Faraj,Café,Formel,Faraj,33.593897,-7.6251899,icons/cafe.png
Ancienne Medina,Kalinka,Restaurant,Formel,Kalinka,33.5942124,-7.6249351,icons/restaurant.png
Sour Jdid,12 Cool,Restaurant,Formel,12 Cool,33.5930752,-7.6271159,icons/restaurant.png
Sour Jdid,Bistronome,Restaurant,Formel,Bistronome,33.5930876,-7.6267545,icons/restaurant.png
Sour Jdid,Rachidi,Café,Formel,Rachidi,33.5930352,-7.6266798,icons/cafe.png
Arrondissement d'Aïn-Chock,Pharmacie Sidi Maârouf,Parapharmacie,Formel,Boulevard Abu Baker El Kadiri,33.5136433,-7.6555237,icons/pharmacy.png
Sidi Maârouf,Café Lkarma,Café,Formel,Café Lkarma,33.5148297,-7.6557369,icons/cafe.png
Ancienne Medina,Oukaimeden,Restaurant,Formel,Boulevard du 11 Janvier,33.5911393,-7.6150735,icons/restaurant.png
Derb Ghallef درب غلف,Pharmacie Ad Doha,Parapharmacie,Formel,Boulevard Stendhal,33.5700253,-7.6363369,icons/pharmacy.png
Cité Plateau,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5671784,-7.636642,icons/pharmacy.png
Cité Plateau,Pharmacie Annajd,Parapharmacie,Formel,Pharmacie Annajd,33.5700455,-7.6346257,icons/pharmacy.png
Ancienne Medina,Café De France,Café,Formel,Café De France,33.5954385,-7.617482,icons/cafe.png
Ancienne Medina,Grande Pharmacie Commerciale,Parapharmacie,Formel,Grande Pharmacie Commerciale,33.5956684,-7.6172472,icons/pharmacy.png
Ancienne Medina,ماكدونالدز,Restaurant,Formel,ماكدونالدز,33.5955437,-7.6173451,icons/restaurant.png
Ancienne Medina,KFC,Restaurant,Formel,KFC,33.595602,-7.6174129,icons/restaurant.png
Ancienne Medina,Le Cardinal,Restaurant,Formel,Le Cardinal,33.5956364,-7.6171591,icons/restaurant.png
Ancienne Medina,Snack Addou Maddou,Restaurant,Formel,Snack Addou Maddou,33.5932039,-7.6186518,icons/restaurant.png
Ancienne Medina,Restaurant les Arcades,Restaurant,Formel,Restaurant les Arcades,33.5935525,-7.6185955,icons/restaurant.png
Ancienne Medina,Café Odissea,Café,Formel,Café Odissea,33.5940836,-7.6183033,icons/cafe.png
Ancienne Medina,Café Vogue,Café,Formel,Café Vogue,33.5945042,-7.6183755,icons/cafe.png
Ancienne Medina,Pharmacie des écoles,Parapharmacie,Formel,Pharmacie des écoles,33.5944226,-7.6184008,icons/pharmacy.png
Ancienne Medina,kiosque de presse,Kiosque,Informel,kiosque de presse,33.5944114,-7.6183525,icons/kiosk.png
Ancienne Medina,Euro Snack,Restaurant,Formel,Euro Snack,33.5944851,-7.6183927,icons/restaurant.png
Ancienne Medina,La Taverne du Dauphin,Restaurant,Formel,La Taverne du Dauphin,33.598736,-7.6151053,icons/restaurant.png
Sidi Maârouf,Total طوطال,Café,Formel,Total طوطال,33.5152721,-7.6553456,icons/cafe.png
Préfecture d'arrondissements de Ben M'sick,الخيمة,Restaurant,Formel,الخيمة,33.5501035,-7.5808439,icons/restaurant.png
Préfecture d'arrondissements de Ben M'sick,Bim,Supérette / Mini-market,Formel,Bim,33.5530459,-7.5897091,icons/convenience.png
Préfecture d'arrondissements de Ben M'sick,Café sans nom,Café,Formel,Café sans nom,33.5516288,-7.5880864,icons/cafe.png
Sour Jdid,BİM,Supermarché,Formel,BİM,33.5957829,-7.628286,icons/supermarket.png
Sour Jdid,Carrefour Market,Supermarché,Formel,Boulevard Ziraoui شارع الزيراوي,33.597148,-7.6294045,icons/supermarket.png
Anfa Supérieur,Little Barton's,Restaurant,Formel,Little Barton's,33.5997377,-7.6650484,icons/restaurant.png
Les Hôpitaux,Acima Mers Sultan,Supermarché,Formel,"Avenue 2 Mars, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5761212,-7.6156344,icons/supermarket.png
Maârif,Shawarmer,Restaurant,Formel,Shawarmer,33.5814102,-7.6392523,icons/restaurant.png
Moulay Rachid,L'étudiant,Café,Formel,L'étudiant,33.5664433,-7.5429261,icons/cafe.png
Ancienne Medina,Casa José,Restaurant,Formel,Casa José,33.5978725,-7.615386,icons/restaurant.png
Arrondissement de Mers Sultan,Aswak Assalam,Supermarché,Formel,Casablanca,33.5808385,-7.5928561,icons/supermarket.png
Assoukhour Assawda,Epicerie El Aarbi,Supérette / Mini-market,Formel,Epicerie El Aarbi,33.6008471,-7.5796349,icons/convenience.png
El Oulfa,Landoud Madjine ⵍⵓⵏⴹⵓⵏ ⵎⵥⵥⵉⵏ لنضون مجين,Café,Formel,Landoud Madjine ⵍⵓⵏⴹⵓⵏ ⵎⵥⵥⵉⵏ لنضون مجين,33.5609838,-7.6704245,icons/cafe.png
El Oulfa,Café Kasmou ⴽⵓⵚⵎⵓ مقهى كصمو,Café,Formel,Café Kasmou ⴽⵓⵚⵎⵓ مقهى كصمو,33.5602328,-7.670564,icons/cafe.png
El Oulfa,Pharmacie Jamai ⵍⵊⴰⵎⵄⵉ صيدلية الجامعي,Parapharmacie,Formel,Pharmacie Jamai ⵍⵊⴰⵎⵄⵉ صيدلية الجامعي,33.5582659,-7.6707464,icons/pharmacy.png
El Oulfa,Porte Mansour ⴱⴰⴱ ⵎⵏⵚⵓⵕ باب منصور,Restaurant,Formel,Porte Mansour ⴱⴰⴱ ⵎⵏⵚⵓⵕ باب منصور,33.5592404,-7.6699846,icons/restaurant.png
Mohammédia,Bim,Supermarché,Formel,Bim,33.6849709,-7.37293,icons/supermarket.png
Mohammédia,Bim,Supermarché,Formel,Bim,33.6927071,-7.3844652,icons/supermarket.png
Mohammédia,Loueloua,Boulangerie,Formel,Loueloua,33.6936722,-7.3780112,icons/bakery.png
Mohammédia,La vivelle,Café,Formel,La vivelle,33.69384,-7.3776269,icons/cafe.png
Mohammédia,Bim,Supermarché,Formel,Bim,33.6930466,-7.3801889,icons/supermarket.png
Mohammédia,label vie,Supermarché,Formel,label vie,33.6980362,-7.39079,icons/supermarket.png
Mohammédia,café les 4 saisons,Café,Formel,café les 4 saisons,33.6947441,-7.3908792,icons/cafe.png
Mohammédia,Pharmacie La Colline صيدلية لاكولين,Parapharmacie,Formel,Mohammedia,33.6950989,-7.372396,icons/pharmacy.png
Sour Jdid,Pharmacie du Lycée,Parapharmacie,Formel,Pharmacie du Lycée,33.5972022,-7.6348484,icons/pharmacy.png
Mohammédia,Pharmacie Ibn Sina صيدلية ابن سينا,Parapharmacie,Formel,Mohammedia,33.692378,-7.385159,icons/pharmacy.png
N/A,café,Café,Formel,café,33.6871214,-7.3419913,icons/cafe.png
N/A,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6878824,-7.3420845,icons/pharmacy.png
N/A,épicerie,Supérette / Mini-market,Formel,épicerie,33.6848071,-7.339496,icons/convenience.png
Mohammédia,bim,Supermarché,Formel,bim,33.6997354,-7.3805154,icons/supermarket.png
N/A,Café,Café,Formel,Café,33.6872479,-7.3419238,icons/cafe.png
N/A,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.685479,-7.3431512,icons/pharmacy.png
N/A,Supermarché,Supermarché,Formel,Supermarché,33.6854314,-7.3433859,icons/supermarket.png
N/A,Café مقهى,Café,Formel,Café مقهى,33.6852486,-7.3412312,icons/cafe.png
Sour Jdid,Centre Artisanal,Supérette / Mini-market,Formel,Centre Artisanal,33.5997833,-7.6371617,icons/convenience.png
Oulad Azzouz,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.4786769,-7.7555362,icons/restaurant.png
Oulad Azzouz,C3004638 Société Sogefam Sarl,Café,Formel,C3004638 Société Sogefam Sarl,33.4785639,-7.755813,icons/cafe.png
Assoukhour Assawda,Le Lys,Café,Formel,Le Lys,33.5914444,-7.594961,icons/cafe.png
Sour Jdid,Tacos de Lyon,Restaurant,Formel,Tacos de Lyon,33.6007185,-7.6341062,icons/restaurant.png
Sour Jdid,Face Cafe,Café,Formel,Face Cafe,33.6006767,-7.635819,icons/cafe.png
Sour Jdid,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6010327,-7.6359116,icons/restaurant.png
Arrondissement de Sidi Othmane,The voice,Café,Formel,The voice,33.5635411,-7.5568378,icons/cafe.png
Sour Jdid,Café sans nom,Café,Formel,Café sans nom,33.5970886,-7.635439,icons/cafe.png
Gauthier,Bistrot Chic,Restaurant,Formel,Bistrot Chic,33.5884913,-7.6273923,icons/restaurant.png
Gauthier,Noiraud,Boulangerie,Formel,Noiraud,33.5890683,-7.6294477,icons/bakery.png
Gauthier,Belle d'Anfa,Café,Formel,Belle d'Anfa,33.5896085,-7.6276965,icons/cafe.png
Gauthier,El Mansour,Boulangerie,Formel,El Mansour,33.5894314,-7.6292808,icons/bakery.png
Gauthier,Salsa,Restaurant,Formel,Rue Taha Hussein,33.5887791,-7.6282292,icons/restaurant.png
Gauthier,Sojou,Restaurant,Formel,Sojou,33.589095,-7.6297476,icons/restaurant.png
Gauthier,Blend,Restaurant,Formel,"Rue Théophile Gauthier, Casablanca",33.5886833,-7.6319196,icons/restaurant.png
Gauthier,Le Yeel's,Café,Formel,Le Yeel's,33.5900878,-7.6303874,icons/cafe.png
Gauthier,BİM,Supermarché,Formel,BİM,33.5891579,-7.6310019,icons/supermarket.png
Assoukhour Assawda,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5926821,-7.594293,icons/restaurant.png
Préfecture d'arrondissements de Ben M'sick,Marché Salmia 2,Supermarché,Formel,Marché Salmia 2,33.5386572,-7.5532235,icons/supermarket.png
Arrondissement d'Aïn Sebaâ,Pharmacie Marjane Ain Sebaa,Parapharmacie,Formel,Centre Commercial Marjane Ain Sebaa,33.5962524,-7.5321201,icons/pharmacy.png
Les Hôpitaux,Pharmacie de L´Hopital,Parapharmacie,Formel,Boulevard Mohamed Zerktouni,33.5829423,-7.6181703,icons/pharmacy.png
Arrondissement de Sidi Belyout,Moumni Snack,Supérette / Mini-market,Formel,Rue Al Houdhoud,33.5832949,-7.6187043,icons/convenience.png
Arrondissement de Sidi Belyout,Khos,Restaurant,Formel,Rue Saad Ben Abi Waqqas,33.5840347,-7.6205679,icons/restaurant.png
Ancienne Medina,astoria,Café,Formel,astoria,33.5962813,-7.6168974,icons/cafe.png
Ancienne Medina,Chez Moi,Restaurant,Formel,Chez Moi,33.5948807,-7.6152623,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5974687,-7.6162533,icons/restaurant.png
Ancienne Medina,brasserie san jose,Restaurant,Formel,brasserie san jose,33.5978396,-7.6155008,icons/restaurant.png
Ancienne Medina,Pharmacie du Progrès,Parapharmacie,Formel,Rue Hommane Al Fatwaki,33.5946685,-7.6165845,icons/pharmacy.png
Ancienne Medina,La Chope,Café,Formel,La Chope,33.5942999,-7.6164602,icons/cafe.png
Ancienne Medina,Don Quichotte,Café,Formel,Don Quichotte,33.5970492,-7.6163612,icons/cafe.png
Ancienne Medina,isis,Café,Formel,isis,33.5950092,-7.6173804,icons/cafe.png
Ancienne Medina,Pita Mix,Restaurant,Formel,Pita Mix,33.5948491,-7.617455,icons/restaurant.png
Ancienne Medina,Eden Ice,Café,Formel,Eden Ice,33.5947705,-7.6170384,icons/cafe.png
Ancienne Medina,bazar touristes,Restaurant,Formel,bazar touristes,33.598505,-7.6151557,icons/restaurant.png
Ancienne Medina,Le Maroc,Café,Formel,Le Maroc,33.5999428,-7.6140803,icons/cafe.png
Ancienne Medina,BMI,Supermarché,Formel,BMI,33.5972407,-7.6152396,icons/supermarket.png
Ancienne Medina,Montréal,Café,Formel,Montréal,33.5945485,-7.6155381,icons/cafe.png
Ancienne Medina,Poulet AFC,Restaurant,Formel,Poulet AFC,33.5942483,-7.6156179,icons/restaurant.png
Ancienne Medina,Nasma,Café,Formel,Nasma,33.5945946,-7.6157947,icons/cafe.png
Ancienne Medina,La Petite Perle,Café,Formel,La Petite Perle,33.594108,-7.6156948,icons/cafe.png
Ancienne Medina,Au Clair de Lune,Café,Formel,Au Clair de Lune,33.5944909,-7.6134185,icons/cafe.png
Préfecture d'arrondissement de Hay Hassani,Pharmacie Derb Nejma صيدلية درب النجمة,Parapharmacie,Formel,Pharmacie Derb Nejma صيدلية درب النجمة,33.5746216,-7.6764933,icons/pharmacy.png
Ancienne Medina,Asia,Restaurant,Formel,Asia,33.5991745,-7.6130528,icons/restaurant.png
Ancienne Medina,Caza Ameal,Café,Formel,Caza Ameal,33.5952468,-7.616121,icons/cafe.png
Ancienne Medina,Ôgi Souchi,Restaurant,Formel,Ôgi Souchi,33.599424,-7.6141726,icons/restaurant.png
Ancienne Medina,El Barocco Time,Restaurant,Formel,El Barocco Time,33.5954492,-7.6163427,icons/restaurant.png
Ancienne Medina,agarta,Café,Formel,agarta,33.5987015,-7.6149462,icons/cafe.png
Ancienne Medina,Big Star,Restaurant,Formel,Big Star,33.5951835,-7.6150805,icons/restaurant.png
Ancienne Medina,Pharmacie La Bourse,Parapharmacie,Formel,Pharmacie La Bourse,33.5944684,-7.6131681,icons/pharmacy.png
Ancienne Medina,Pralinor,Boulangerie,Formel,Pralinor,33.5997154,-7.6125438,icons/bakery.png
El Oulfa,Café Lurizia,Café,Formel,Café Lurizia,33.5635742,-7.674377,icons/cafe.png
Arrondissement de Sidi Belyout,Café Glacier EGO,Café,Formel,Rue Zerhoune,33.5849588,-7.61423,icons/cafe.png
Anfa Supérieur,Le Pilotis,Restaurant,Formel,Boulevard de la Corniche,33.596662,-7.6734143,icons/restaurant.png
El Oulfa,Café Bybal,Café,Formel,Zanqat 12,33.5646373,-7.6741411,icons/cafe.png
El Oulfa,Café Free Times,Café,Formel,Café Free Times,33.5669433,-7.6729512,icons/cafe.png
Préfecture d'arrondissement de Hay Hassani,boulangerie ÔMAR,Boulangerie,Formel,boulangerie ÔMAR,33.5718358,-7.6750549,icons/bakery.png
Mers Sultan,Cafe May,Café,Formel,Rue d'Arcachon,33.5859992,-7.6045843,icons/cafe.png
Assoukhour Assawda,Bim,Supermarché,Formel,Bim,33.5905784,-7.5928946,icons/supermarket.png
Assoukhour Assawda,Café de l'Arrivée,Café,Formel,Café de l'Arrivée,33.5896275,-7.5920967,icons/cafe.png
Assoukhour Assawda,Mamounia,Parapharmacie,Formel,Mamounia,33.5901779,-7.5930535,icons/pharmacy.png
Assoukhour Assawda,Restaurant de la Place / Le Voyageur,Restaurant,Formel,Restaurant de la Place / Le Voyageur,33.5897214,-7.592208,icons/restaurant.png
Assoukhour Assawda,Snack Le Départ,Restaurant,Formel,Snack Le Départ,33.5896722,-7.5921423,icons/restaurant.png
Maârif Extension,Pharmacie Romandie,Parapharmacie,Formel,Pharmacie Romandie,33.5865126,-7.6481439,icons/pharmacy.png
Arrondissement de Sidi Belyout,Café Dubois,Café,Formel,Rue Nouakchout,33.5876158,-7.6138836,icons/cafe.png
Arrondissement de Sidi Belyout,Café Yasmina,Café,Formel,Boulevard d'Alsace,33.5856704,-7.6133866,icons/cafe.png
Arrondissement de Sidi Belyout,Chez Abed,Supérette / Mini-market,Formel,Boulevard d'Alsace,33.5858232,-7.611757,icons/convenience.png
Arrondissement de Sidi Belyout,Jus Rosenheim,Café,Formel,Jus Rosenheim,33.5857277,-7.6119478,icons/cafe.png
Ancienne Medina,La Colina,Café,Formel,La Colina,33.588729,-7.6162319,icons/cafe.png
Ancienne Medina,La Perle Blanche,Café,Formel,Boulevard de la Liberté,33.5860749,-7.6114696,icons/cafe.png
Ancienne Medina,Les Gémaux,Café,Formel,Boulevard de la Liberté,33.5871751,-7.6120277,icons/cafe.png
Ancienne Medina,Patisserie,Boulangerie,Formel,Boulevard de la Liberté,33.5856763,-7.6112943,icons/bakery.png
Ancienne Medina,Pharmacie Nouvelle,Parapharmacie,Formel,Boulevard de la Liberté,33.5873194,-7.6121157,icons/pharmacy.png
